laptop_ID,Company,TypeName,Inches,Cpu,Ram,Memory,OpSys,Weight,Price_euros
1307,Asus,Ultrabook,13.3,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Windows 10,1.2kg,729.0
1308,Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Windows 10,2.3kg,459.0
1309,Acer,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Linux,2.4kg,289.0
1310,Dell,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Windows 10,2.20kg,379.0
1311,Lenovo,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Windows 10,2.6kg,899.0
1312,HP,Notebook,15.6,AMD A9-Series 9410 2.9GHz,6GB,1.0TB Hybrid,Windows 10,2.04kg,549.99
1313,Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Linux,2.3kg,805.99
1314,HP,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Windows 10,1.17kg,209.0
1315,Asus,Notebook,15.6,Intel Core i7 6500U 2.5GHz,4GB,500GB HDD,Windows 10,2.2kg,720.32
1316,Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Windows 10,1.8kg,638.0
1317,Lenovo,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Windows 10,1.3kg,1499.0
1318,Lenovo,Notebook,14.0,Intel Celeron Dual Core N3050 1.6GHz,2GB,64GB Flash Storage,Windows 10,1.5kg,229.0
1319,HP,Notebook,15.6,Intel Core i7 6500U 2.5GHz,6GB,1TB HDD,Windows 10,2.19kg,764.0
1320,Asus,Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Windows 10,2.2kg,369.0
